customer_id,age,gender,city_type,employment_type,employment_years,business_vintage_years,education_level,annual_income,monthly_income,dependents,credit_score,cibil_score,loan_type,requested_loan_amount,loan_tenure_months,property_value,property_location,down_payment,property_type,gold_weight,gold_purity,gold_market_value,course_fee,college,course_duration,coapplicant_income,business_turnover,years_in_business,business_type,gst_number,interest_rate,emi_amount,emi_income_ratio,probability_of_default,loan_approval_status,safe_loan_amount
9653,47,Male,Urban,Salaried,17,2,Postgraduate,1573932,131161,1,671,711,gold,612518,36,,,,,136.0,22.0,816000.0,,,,,,,,,11.0,20053.053531071666,0.152888842956913,0.016872677619543943,Approved,0
9654,31,Male,Rural,Student,0,12,School,0,0,2,813,811,education,779867,120,,,,,,,,848829.0,ABC University,41.0,66883.0,,,,,10.0,10305.999871976905,0.15408997610718575,0.09825020655342974,Approved,0
9655,44,Female,Urban,Self-employed,5,9,Graduate,1730340,144195,3,720,767,home,3172290,12,4996009.461033119,Town,1170687.3791054469,Independent House,,,,,,,,,,,,8.5,276686.44370032765,1.9188352141220406,0.6607165035442855,Rejected,991942
9656,51,Female,Semi-Urban,Self-employed,1,8,Graduate,0,0,4,698,676,business,7061978,180,,,,,,,,,,,,3138657.0,15.0,Services,1323C8VF9D5ROL5,13.0,89351.12349996364,0.34161537307184686,0.33112945756612006,Rejected,4723324
9657,49,Female,Urban,Student,0,9,School,0,0,4,680,667,education,291790,60,,,,,,,,342385.0,ABC University,43.0,45236.0,,,,,10.0,6199.675176300987,0.1370517989278669,0.15903850768575337,Approved,0
9658,44,Female,Rural,Student,0,7,Postgraduate,0,0,0,692,722,education,330222,12,,,,,,,,383715.0,National Institute,41.0,44920.0,,,,,10.0,29031.76011286833,0.646299201087897,0.47275525503170984,Rejected,255471
9659,42,Female,Urban,Self-employed,1,4,School,1918944,159912,4,629,644,home,4157712,24,6926329.181598991,City Center,1667775.8345436892,Independent House,,,,,,,,,,,,8.5,188991.60492243737,1.1818475469160374,0.671219291490886,Rejected,2110786
9660,43,Female,Urban,Student,0,7,Graduate,0,0,3,571,536,education,759739,60,,,,,,,,842671.0,ABC University,45.0,53540.0,,,,,10.0,16142.208501894293,0.30149810425652396,0.5026169035019558,Rejected,479296
9661,35,Male,Rural,Self-employed,12,8,School,1317096,109758,3,630,678,home,4390320,24,6807966.190235266,Town,1761890.1960939677,Independent House,,,,,,,,,,,,8.5,199564.95854524677,1.8182269952554417,0.7786369482562261,Rejected,1448770
9662,51,Male,Urban,Salaried,4,9,Postgraduate,1118076,93173,1,618,581,gold,205109,24,,,,,47.0,24.0,282000.0,,,,,,,,,11.0,9559.687084650965,0.10260147343813084,0.16859701708293212,Rejected,127557
9663,48,Female,Rural,Salaried,10,9,Graduate,1586580,132215,2,617,651,gold,891043,180,,,,,193.0,24.0,1158000.0,,,,,,,,,11.0,10127.567423576565,0.07659923173298465,0.07692322534861756,Rejected,569372
9664,43,Male,Rural,Student,0,2,Graduate,0,0,3,675,708,education,1020988,180,,,,,,,,1282704.0,XYZ College,36.0,116757.0,,,,,10.0,10971.589299185758,0.09396943480207404,0.07009821649730066,Approved,0
9665,54,Female,Semi-Urban,Salaried,10,15,Postgraduate,597744,49812,1,795,827,home,1494360,60,2108007.4947324865,Suburban,359930.76001568115,Apartment,,,,,,,,,,,,8.5,30659.083753892315,0.6154959398115377,0.5074487111844317,Rejected,1213948
9666,52,Female,Semi-Urban,Self-employed,6,6,Graduate,0,0,0,602,620,business,2986282,24,,,,,,,,,,,,1279835.0,15.0,Manufacturing,SLIE3V4XE7M7JU8,13.0,141973.2890430856,1.3311711810639864,0.7624660674390323,Rejected,1346010
9667,38,Male,Rural,Self-employed,9,10,Graduate,0,0,3,720,672,business,11135875,12,,,,,,,,,,,,4049409.0,3.0,Manufacturing,Z764Y99QOUY5M2Z,13.0,994626.0176665793,2.947470164658337,0.608254853074887,Rejected,2266868
9668,33,Female,Semi-Urban,Student,0,9,Graduate,0,0,1,593,626,education,208414,240,,,,,,,,257486.0,XYZ College,30.0,99302.0,,,,,10.0,2011.240211364545,0.020253773452342805,0.41293360750351193,Approved,0
9669,45,Female,Semi-Urban,Salaried,2,9,School,1076328,89694,4,805,834,gold,811174,60,,,,,200.0,22.0,1200000.0,,,,,,,,,11.0,17636.888293528216,0.19663398101911184,0.09492296021606504,Approved,0
9670,24,Male,Rural,Self-employed,4,4,Postgraduate,779460,64955,2,779,768,home,3897300,24,5127538.782498532,Suburban,1150637.7737348229,Apartment,,,,,,,,,,,,8.5,177154.40171522586,2.727340492883163,0.703647293753561,Rejected,714487
9671,43,Male,Rural,Self-employed,8,5,Postgraduate,0,0,1,626,637,business,6123920,24,,,,,,,,,,,,2534036.0,14.0,Manufacturing,NP8FNHQB8K8OB1D,13.0,291142.31818586885,1.378712780019868,0.710158315474595,Rejected,2665060
9672,49,Male,Rural,Salaried,9,4,School,910260,75855,0,699,737,home,3185910,240,4390739.438950068,Suburban,675689.7892325582,Independent House,,,,,,,,,,,,8.5,27648.067174115884,0.3644857580135243,0.020915924875496518,Rejected,2356832
9673,25,Female,Urban,Salaried,16,4,School,1505148,125429,2,726,711,home,3010296,180,4778179.524293242,City Center,1260606.574793571,Apartment,,,,,,,,,,,,8.5,29643.575522651823,0.23633749390214243,0.022967016472174053,Approved,0
9674,32,Female,Rural,Student,0,8,School,0,0,0,421,441,education,1210978,12,,,,,,,,1375727.0,XYZ College,46.0,114023.0,,,,,10.0,106464.20528602295,0.9337081578806289,0.9438278015636469,Rejected,778173
9675,54,Male,Semi-Urban,Student,0,4,Graduate,0,0,2,822,773,education,1260067,180,,,,,,,,1377735.0,National Institute,24.0,53450.0,,,,,10.0,13540.744468551147,0.2533347889345397,0.04228237757546976,Rejected,939512
9676,23,Female,Urban,Student,0,7,Postgraduate,0,0,3,575,568,education,1074316,24,,,,,,,,1106352.0,National Institute,33.0,78803.0,,,,,10.0,49574.232683215545,0.6290906778068798,0.9396498900994958,Rejected,853864
9677,51,Male,Urban,Salaried,7,14,School,1237848,103154,2,713,668,gold,174533,24,,,,,39.0,24.0,234000.0,,,,,,,,,11.0,8134.605823954028,0.07885885010716044,0.18684601399123943,Approved,0
9678,51,Male,Semi-Urban,Salaried,7,12,School,1450812,120901,2,717,730,home,5319644,60,9206965.614403756,City Center,2723782.0870480123,Land,,,,,,,,,,,,8.5,109140.64277476026,0.9027273783902553,0.4817466929460172,Rejected,3535715
9679,53,Female,Semi-Urban,Student,0,15,School,0,0,3,453,437,education,930641,240,,,,,,,,1194670.0,XYZ College,38.0,111969.0,,,,,10.0,8980.887087933208,0.08020869247678561,0.5137009399164247,Rejected,567843
9680,35,Male,Urban,Self-employed,11,3,School,0,0,1,579,530,business,5683575,120,,,,,,,,,,,,3100132.0,9.0,Manufacturing,E67NKVTILVEYVOE,13.0,84861.87889660588,0.32848360868481424,0.6256196504049336,Rejected,4518347
9681,34,Female,Urban,Salaried,3,3,Postgraduate,1509036,125753,4,707,726,home,4778614,36,8101669.343506406,City Center,1649266.0770786123,Land,,,,,,,,,,,,8.5,150849.07627773538,1.1995664220951816,0.440031309632232,Rejected,2390171
9682,34,Male,Semi-Urban,Student,0,9,School,0,0,1,710,694,education,382751,12,,,,,,,,500965.0,ABC University,48.0,80978.0,,,,,10.0,33649.89375317352,0.4155436507838366,0.14560484025732845,Approved,0
9683,22,Female,Urban,Salaried,5,11,Postgraduate,1963452,163621,2,606,570,home,4908630,12,8732448.9316296,Town,1058143.0766821015,Apartment,,,,,,,,,,,,8.5,428129.6407770852,2.616593473802783,0.4444069408028684,Rejected,1125577
9684,35,Male,Urban,Student,0,14,School,0,0,0,426,453,education,478089,36,,,,,,,,671778.0,ABC University,42.0,56360.0,,,,,10.0,15426.587258314612,0.2737151749168668,0.5293599849678969,Rejected,292609
9685,44,Female,Urban,Student,0,15,School,0,0,3,802,815,education,309714,12,,,,,,,,376893.0,XYZ College,39.0,102923.0,,,,,10.0,27228.781097555286,0.26455487206509026,0.078555725275848,Approved,0
9686,33,Male,Urban,Salaried,15,2,School,555828,46319,3,775,794,home,2732821,180,4643351.507211517,City Center,1330762.3463966025,Land,,,,,,,,,,,,8.5,26911.16943429778,0.5809963391761,0.48982944808575674,Rejected,2351840
9687,43,Male,Semi-Urban,Salaried,1,6,Postgraduate,0,0,4,620,613,business,2658950,60,,,,,,,,,,,,1063580.0,9.0,Manufacturing,2LKYWOEJTP2AIMG,13.0,60499.28357093978,0.6825921913267241,0.4658469013884249,Rejected,2337223
9688,43,Female,Rural,Salaried,5,9,Postgraduate,1549824,129152,1,429,415,home,4778624,12,7484501.096226105,Suburban,1495589.9522409758,Land,,,,,,,,,,,,8.5,416790.5457385783,3.227131951023432,0.9190599463452107,Rejected,888459
9689,55,Female,Urban,Student,0,8,School,0,0,1,630,679,education,800666,180,,,,,,,,832487.0,National Institute,45.0,119403.0,,,,,10.0,8603.997811748879,0.07205847266608778,0.09288089594652878,Rejected,526178
9690,25,Male,Urban,Self-employed,10,2,Graduate,683328,56944,4,725,683,gold,704401,120,,,,,172.0,24.0,1032000.0,,,,,,,,,11.0,9703.124570404092,0.17039766385227753,0.38354307856424846,Approved,0
9691,28,Female,Urban,Salaried,5,1,School,0,0,0,699,675,business,8142387,120,,,,,,,,,,,,2442716.0,10.0,Retail,EK9UTBA17HPJ048,13.0,121574.58281509405,0.5972429843588566,0.5632110932688685,Rejected,5234987
9692,51,Female,Rural,Salaried,11,13,School,1605396,133783,0,449,450,home,6421584,60,10612079.893679023,City Center,2869714.453257801,Independent House,,,,,,,,,,,,8.5,131748.6293052911,0.9847935036984602,0.9284756208129394,Rejected,3912445
9693,48,Male,Urban,Self-employed,1,1,Graduate,1627992,135666,0,571,596,home,5019642,36,8703424.78872278,Town,2601515.6640103213,Apartment,,,,,,,,,,,,8.5,158457.73668786057,1.1679988846716243,1.0,Rejected,2578586
9694,32,Male,Semi-Urban,Self-employed,14,3,Postgraduate,0,0,2,707,719,business,15270862,36,,,,,,,,,,,,4952712.0,7.0,Manufacturing,2S4LF1GNOBN2IRA,13.0,514535.69127689535,1.2466762241218032,0.6425236709561241,Rejected,7349556
9695,51,Male,Urban,Self-employed,7,4,School,0,0,3,729,711,business,4760183,36,,,,,,,,,,,,4394015.0,15.0,Manufacturing,B12074RX3JHDP3T,13.0,160389.37752888643,0.4380213837109425,0.381082423218395,Approved,0
9696,26,Female,Urban,Self-employed,13,7,School,0,0,2,727,683,business,2973530,240,,,,,,,,,,,,1189412.0,9.0,Manufacturing,NWPA2STFT3SJDUH,13.0,34837.15524757379,0.35147271338349156,0.35053417487497307,Approved,0
9697,48,Female,Rural,Student,0,7,Graduate,0,0,1,615,591,education,517129,180,,,,,,,,542528.0,National Institute,25.0,82725.0,,,,,10.0,5557.094699152812,0.0671755176688161,0.08629475252973505,Rejected,406497
9698,24,Female,Urban,Salaried,5,13,Graduate,2253648,187804,3,443,435,home,7512160,120,10143183.788328964,Town,2129181.1625494934,Apartment,,,,,,,,,,,,8.5,93140.03325355476,0.49594275549804456,0.5304668434685691,Rejected,5405788
9699,25,Female,Urban,Self-employed,9,11,Graduate,0,0,3,686,679,business,13061285,24,,,,,,,,,,,,4478155.0,11.0,Retail,6NSNERMG8E5JZLP,13.0,620957.2942472005,1.6639637375138658,0.6989404398259743,Rejected,4709701
9700,24,Female,Urban,Salaried,17,6,Graduate,0,0,1,578,626,business,7814790,240,,,,,,,,,,,,3907395.0,4.0,Manufacturing,57AN9169285XEXS,13.0,91556.18152740589,0.2811781707067933,0.5151949449043318,Approved,0
9701,33,Female,Semi-Urban,Student,0,6,Graduate,0,0,4,817,779,education,1201444,120,,,,,,,,1229246.0,National Institute,30.0,69887.0,,,,,10.0,15877.170992217156,0.22718346748633017,0.18023111560593788,Approved,0
9702,26,Female,Urban,Salaried,10,15,Postgraduate,490920,40910,4,695,656,home,1390940,180,1681828.9341335678,Suburban,205058.52045385548,Independent House,,,,,,,,,,,,8.5,13697.13640701025,0.3348114496947018,0.030685794081330743,Approved,0
9703,35,Male,Rural,Salaried,8,8,School,0,0,2,805,808,business,9392857,12,,,,,,,,,,,,4174603.0,10.0,Retail,U13CT5GI8HOWOQ0,13.0,838944.398390037,2.4115665084034204,0.5491611263812376,Rejected,2336952
9704,49,Male,Semi-Urban,Student,0,4,Postgraduate,0,0,3,707,662,education,265241,60,,,,,,,,310160.0,ABC University,45.0,97533.0,,,,,10.0,5635.5873862615235,0.05778133950828462,0.12658365743278674,Approved,0
9705,38,Male,Semi-Urban,Self-employed,9,11,School,0,0,0,625,597,business,8606950,36,,,,,,,,,,,,4131336.0,3.0,Retail,ZC2KQMU68H53ENS,13.0,290002.16019473394,0.8423488000822996,0.6344124298658881,Rejected,6130679
9706,24,Male,Rural,Self-employed,18,11,Graduate,0,0,2,714,759,business,4700932,24,,,,,,,,,,,,1611748.0,7.0,Services,AVCO414T9P71G03,13.0,223490.87514437365,1.663963908584024,0.6851335487517083,Rejected,1695084
9707,55,Female,Urban,Student,0,3,School,0,0,4,697,703,education,859640,36,,,,,,,,926120.0,XYZ College,44.0,38460.0,,,,,10.0,27738.164799310533,0.7212211336274189,0.5647426976439384,Rejected,595961
9708,49,Male,Urban,Student,0,7,Graduate,0,0,1,726,773,education,941917,240,,,,,,,,1216607.0,XYZ College,34.0,75070.0,,,,,10.0,9089.702928631752,0.12108302822208275,0.03415713346251248,Rejected,577261
9709,29,Female,Rural,Student,0,11,School,0,0,0,724,730,education,768078,120,,,,,,,,923588.0,XYZ College,25.0,93349.0,,,,,10.0,10150.207368266992,0.10873397002932,0.0007908586128559492,Approved,0
9710,34,Female,Semi-Urban,Self-employed,10,7,School,0,0,3,718,694,business,7742054,36,,,,,,,,,,,,4424031.0,12.0,Services,01LO9NZ2PWIQ1HA,13.0,260860.39588289466,0.7075729692207708,0.784450765157965,Rejected,6565022
9711,50,Male,Semi-Urban,Salaried,4,3,Postgraduate,308136,25678,2,467,464,gold,369402,12,,,,,95.0,24.0,570000.0,,,,,,,,,11.0,32648.361421197227,1.271452660689977,0.9882647468854703,Rejected,116214
9712,44,Female,Urban,Salaried,13,12,Graduate,0,0,3,711,755,business,870889,120,,,,,,,,,,,,614745.0,10.0,Retail,69CC9SN4B2LUQGE,13.0,13003.308102802588,0.25382833082600276,0.025239741756848913,Approved,0
9713,50,Male,Semi-Urban,Self-employed,2,2,School,1797060,149755,1,598,586,home,8685790,120,12081176.840667725,Suburban,1963170.5262121574,Independent House,,,,,,,,,,,,8.5,107691.36565693401,0.7191169954721646,1.0,Rejected,7247046
9714,30,Male,Semi-Urban,Self-employed,20,8,Postgraduate,0,0,3,701,730,business,6450721,60,,,,,,,,,,,,2669264.0,6.0,Services,JS4SZYTF40W13T1,13.0,146773.7261009106,0.6598390841861005,0.6715049816423517,Rejected,5865722
9715,46,Female,Semi-Urban,Salaried,17,14,School,1350084,112507,4,700,721,home,5737857,12,8679401.854014467,City Center,2275348.6686061355,Apartment,,,,,,,,,,,,8.5,500454.6393271205,4.448208905464731,0.5951886669595208,Rejected,773955
9716,38,Male,Semi-Urban,Self-employed,3,11,School,0,0,3,717,682,business,7659150,24,,,,,,,,,,,,4376657.0,12.0,Manufacturing,0IYDCB6EDHKQKRQ,13.0,364129.95047833695,0.9983783069452422,0.7779873590669254,Rejected,4602955
9717,50,Male,Rural,Salaried,2,2,Postgraduate,1783728,148644,2,592,573,home,8769996,60,15120145.95367127,Suburban,3765220.679553734,Independent House,,,,,,,,,,,,8.5,179929.89767211422,1.2104753482960242,0.9946037873039532,Rejected,4347051
9718,50,Male,Urban,Self-employed,17,15,Graduate,1067448,88954,4,451,488,gold,444368,180,,,,,97.0,24.0,582000.0,,,,,,,,,11.0,5050.673066148179,0.05677848175628054,0.6748925191984174,Rejected,267732
9719,31,Female,Semi-Urban,Self-employed,8,15,Graduate,0,0,2,452,453,business,2080103,12,,,,,,,,,,,,1313749.0,14.0,Retail,FD70E8B5K054QNG,13.0,185789.13315983742,1.697028578456044,1.0,Rejected,735439
9720,23,Female,Urban,Salaried,4,11,School,2047308,170609,0,796,747,home,9554104,120,12225019.314165175,City Center,3315980.141250652,Independent House,,,,,,,,,,,,8.5,118457.21660187225,0.6943198576972625,0.5929381945609475,Rejected,8256227
9721,22,Female,Urban,Self-employed,1,14,Graduate,0,0,1,706,709,business,8324722,36,,,,,,,,,,,,2699910.0,13.0,Retail,8UEJ665Y9MHR0NG,13.0,280492.7835087488,1.2466761492438583,0.6933456993113032,Rejected,4006520
9722,22,Female,Semi-Urban,Self-employed,6,6,Graduate,2168400,180700,4,708,662,home,5421000,180,9259289.66146639,Suburban,1319320.0984072753,Land,,,,,,,,,,,,8.5,53382.73143514642,0.29542186737767806,0.22708480375784232,Approved,0
9723,30,Male,Urban,Student,0,5,School,0,0,4,604,569,education,512796,240,,,,,,,,659430.0,XYZ College,39.0,37160.0,,,,,10.0,4948.592395073715,0.13316987069627867,0.04437301304373673,Rejected,356614
9724,28,Male,Rural,Self-employed,10,1,School,1152948,96079,1,771,786,gold,146455,180,,,,,32.0,22.0,192000.0,,,,,,,,,11.0,1664.6030405041126,0.01732535767966062,0.2198674942869478,Approved,0
9725,48,Female,Semi-Urban,Student,0,6,Postgraduate,0,0,0,583,597,education,1244407,60,,,,,,,,1419175.0,National Institute,48.0,76771.0,,,,,10.0,26439.97116801529,0.34440050498254926,0.4853080274598733,Rejected,920363
9726,38,Female,Rural,Salaried,18,11,Graduate,2128188,177349,4,695,655,home,7626007,180,13162655.956565058,Town,1801844.4221902671,Land,,,,,,,,,,,,8.5,75096.30761917481,0.4234380099080052,0.12540567406091416,Approved,0
9727,46,Female,Urban,Self-employed,6,11,Postgraduate,0,0,4,806,758,business,1160908,180,,,,,,,,,,,,1266445.0,8.0,Services,JCZ069CANHKFSZW,13.0,14688.297539314877,0.13917664839118835,0.24683444870007212,Rejected,722368
9728,50,Female,Rural,Self-employed,1,7,Graduate,0,0,3,722,738,business,3925467,120,,,,,,,,,,,,1308489.0,13.0,Retail,AAS2AAYUIKKSF6C,13.0,58611.4382526179,0.5375186639180114,0.6330816449678657,Rejected,2488310
9729,36,Male,Rural,Self-employed,6,11,Graduate,0,0,4,695,718,business,5585142,12,,,,,,,,,,,,3351085.0,15.0,Manufacturing,LTE67743QENT7E1,13.0,498849.6679032725,1.7863456208479553,0.7427594303706294,Rejected,1875944
9730,40,Male,Urban,Student,0,15,School,0,0,1,616,587,education,1200895,36,,,,,,,,1295317.0,ABC University,40.0,55645.0,,,,,10.0,38749.50376514358,0.69636991221392,0.5542033927783196,Rejected,862254
9731,45,Female,Rural,Self-employed,17,9,School,360888,30074,0,607,571,gold,551419,24,,,,,116.0,24.0,696000.0,,,,,,,,,11.0,25700.4475304894,0.8545736360473964,0.6750517646035292,Rejected,322628
9732,40,Female,Rural,Student,0,9,School,0,0,0,605,620,education,866173,180,,,,,,,,1196112.0,XYZ College,40.0,61808.0,,,,,10.0,9307.939386205935,0.15059441150346128,0.13025813884048248,Approved,0
9733,42,Female,Semi-Urban,Self-employed,4,11,School,1527300,127275,2,724,697,home,4200075,12,7187582.687253434,Town,1465432.9788755663,Apartment,,,,,,,,,,,,8.5,366329.6278160741,2.8782528211830614,0.7265473512256377,Rejected,875547
9734,27,Female,Urban,Student,0,7,School,0,0,4,579,538,education,326631,120,,,,,,,,414548.0,ABC University,34.0,49884.0,,,,,10.0,4316.452733842679,0.08652980382171997,0.5875165365917628,Rejected,200859
9735,54,Male,Semi-Urban,Student,0,11,Graduate,0,0,2,586,598,education,983086,240,,,,,,,,1082002.0,XYZ College,45.0,88730.0,,,,,10.0,9486.992689692272,0.10691978687808262,0.4937810772121995,Rejected,737535
9736,42,Male,Urban,Self-employed,8,9,School,0,0,1,471,449,business,8869362,36,,,,,,,,,,,,3040924.0,12.0,Services,DWV1VHXJ489N2RP,13.0,298843.85752782173,1.1792883644358954,1.0,Rejected,4512567
9737,39,Male,Semi-Urban,Self-employed,20,2,Postgraduate,461496,38458,2,676,641,gold,385684,36,,,,,82.0,22.0,492000.0,,,,,,,,,11.0,12626.799372553696,0.3283269897694549,0.3000117306022549,Approved,0
9738,38,Male,Semi-Urban,Self-employed,3,9,Postgraduate,1289784,107482,3,788,774,home,2364604,36,3616402.718921881,City Center,830299.7669678932,Independent House,,,,,,,,,,,,8.5,74644.72526189353,0.6944858233182629,0.7987781267102949,Rejected,2042896
9739,30,Male,Rural,Salaried,5,10,Graduate,311388,25949,2,605,568,gold,488204,12,,,,,133.0,24.0,798000.0,,,,,,,,,11.0,43148.279216880714,1.6628108681213425,0.5559171451101037,Rejected,117441
9740,29,Male,Rural,Salaried,3,7,School,539352,44946,0,479,504,home,1977624,36,2944090.7708303723,Suburban,761816.5433397512,Land,,,,,,,,,,,,8.5,62428.719629725296,1.388971646636526,0.8289785421006582,Rejected,711902
9741,28,Female,Rural,Salaried,12,2,School,1220784,101732,4,706,708,home,4272744,180,7589941.97823899,City Center,1652319.4269673717,Land,,,,,,,,,,,,8.5,42075.400376892314,0.4135906143287492,0.035895314895818896,Approved,0
9742,25,Female,Rural,Self-employed,15,9,Graduate,0,0,0,702,709,business,5938992,120,,,,,,,,,,,,4751194.0,11.0,Retail,W1BIFPM2CJWSY1P,13.0,88675.52902388218,0.2239660911102738,0.2757624917317154,Approved,0
9743,47,Female,Semi-Urban,Self-employed,19,14,Graduate,0,0,2,795,745,business,13686076,240,,,,,,,,,,,,4692369.0,4.0,Retail,S0OP899R2F26ET0,13.0,160342.74224308945,0.4100514914571027,0.3373409895918691,Rejected,8754932
9744,39,Female,Rural,Self-employed,9,10,Postgraduate,0,0,1,813,805,business,2676454,240,,,,,,,,,,,,1107498.0,9.0,Services,VNX4X1IH64ACU1I,13.0,31356.684987536657,0.3397570197421936,0.34121646426551544,Approved,0
9745,25,Male,Urban,Student,0,11,Postgraduate,0,0,4,685,656,education,913556,240,,,,,,,,1112495.0,XYZ College,43.0,65902.0,,,,,10.0,8816.013139872313,0.13377459166447625,0.19324534873245763,Approved,0
9746,50,Male,Rural,Student,0,1,School,0,0,0,618,655,education,221874,12,,,,,,,,287103.0,XYZ College,28.0,42981.0,,,,,10.0,19506.249563271216,0.45383424218308593,0.11177815947167657,Approved,0
9747,28,Male,Urban,Self-employed,18,13,Graduate,493956,41163,2,676,686,home,1193727,180,2065574.2194232526,Town,382448.55635693204,Independent House,,,,,,,,,,,,8.5,11755.101982638449,0.2855744717984221,0.3013075190095878,Approved,0
9748,43,Male,Urban,Salaried,4,5,Postgraduate,0,0,1,784,753,business,2445353,240,,,,,,,,,,,,1333829.0,10.0,Retail,XIGYSDZ56948KLY,13.0,28649.16180301538,0.2577466389141221,0.16880545539464176,Rejected,1573030
9749,48,Female,Semi-Urban,Salaried,13,9,Graduate,1486308,123859,4,684,694,gold,805078,36,,,,,170.0,24.0,1020000.0,,,,,,,,,11.0,26357.22089912152,0.2128002074869127,0.10333678540879139,Approved,0
9750,53,Male,Urban,Self-employed,3,6,School,1678992,139916,2,619,569,gold,336363,36,,,,,89.0,24.0,534000.0,,,,,,,,,11.0,11012.093105626052,0.07870503091587848,0.27040057380760885,Rejected,204996
9751,37,Female,Urban,Self-employed,1,1,School,0,0,0,440,390,business,8415269,240,,,,,,,,,,,,4808725.0,14.0,Retail,7V2TJGFZKYUMDYH,13.0,98591.24764273273,0.2460309066775066,0.760791433426808,Rejected,5328970
9752,33,Female,Rural,Salaried,16,12,School,1469028,122419,2,597,636,home,4774341,180,7063172.0971319,City Center,1211644.9533697593,Independent House,,,,,,,,,,,,8.5,47014.82445726036,0.38404842759098146,0.5633267536853184,Approved,0
9753,31,Male,Semi-Urban,Salaried,17,7,Postgraduate,704232,58686,1,625,599,home,2758242,180,4647203.233225685,Suburban,569247.6450940392,Land,,,,,,,,,,,,8.5,27161.50007731805,0.462827592225029,0.14163254877260253,Rejected,1733691
9754,40,Male,Urban,Student,0,4,Graduate,0,0,3,713,760,education,618227,60,,,,,,,,876936.0,XYZ College,39.0,111311.0,,,,,10.0,13135.496710713285,0.11800717548771716,0.11751090465590602,Approved,0
9755,45,Female,Urban,Self-employed,3,14,Graduate,1457688,121474,3,701,746,gold,498959,240,,,,,115.0,22.0,690000.0,,,,,,,,,11.0,5150.196880715634,0.042397524414406654,0.2878574498891776,Rejected,364936
9756,31,Female,Urban,Salaried,7,10,School,1326048,110504,1,776,815,home,5967216,24,7518590.033031729,City Center,1123985.4716428388,Independent House,,,,,,,,,,,,8.5,271243.83044300496,2.4546064435948467,0.4614982540384097,Rejected,1458617
9757,51,Male,Urban,Self-employed,10,7,Graduate,0,0,4,694,733,business,9924059,24,,,,,,,,,,,,4410693.0,6.0,Services,6NCJHGHS41TUM72,13.0,471807.8523353237,1.2836291775518913,0.6122805194278005,Rejected,4638750
9758,33,Male,Semi-Urban,Self-employed,4,14,Graduate,1734480,144540,1,587,608,home,7805160,24,11136246.809457645,City Center,2265472.685734226,Land,,,,,,,,,,,,8.5,354788.8153571991,2.4546064435948467,1.0,Rejected,1907881
9759,30,Male,Rural,Student,0,1,Postgraduate,0,0,0,715,744,education,195269,240,,,,,,,,219928.0,XYZ College,31.0,33895.0,,,,,10.0,1884.3881161195666,0.05559486992534494,0.052848536299809616,Approved,0
9760,21,Male,Semi-Urban,Salaried,13,14,Graduate,0,0,3,425,442,business,4342613,180,,,,,,,,,,,,3256960.0,11.0,Services,B3X0XO47FQX36HC,13.0,54944.570837738036,0.2024387312257002,0.5222790747347102,Rejected,3194432
9761,41,Female,Semi-Urban,Salaried,16,3,Graduate,1162848,96904,3,599,612,home,3585448,12,4806596.114791945,City Center,665709.0772975232,Independent House,,,,,,,,,,,,8.5,312721.9945819747,3.2271319510234324,0.9515015712551163,Rejected,666619
9762,26,Male,Rural,Student,0,10,School,0,0,3,442,471,education,706832,120,,,,,,,,889548.0,ABC University,26.0,79153.0,,,,,10.0,9340.836965160956,0.11800989179387965,0.5972689831675648,Rejected,521071
9763,53,Male,Semi-Urban,Salaried,5,3,Postgraduate,549696,45808,1,700,722,home,1145200,60,1809575.002277403,Town,301182.04955565784,Land,,,,,,,,,,,,8.5,23495.5316757391,0.5129132831762815,0.45553909396609443,Rejected,1116368
9764,53,Male,Urban,Salaried,15,3,School,0,0,2,717,710,business,8852510,120,,,,,,,,,,,,3793933.0,12.0,Services,IMKQFFDBTE2FM0O,13.0,132177.48187557876,0.4180700561941777,0.05545787175842858,Rejected,5998690
9765,35,Male,Rural,Student,0,5,Postgraduate,0,0,4,816,818,education,1126307,180,,,,,,,,1272656.0,ABC University,25.0,86377.0,,,,,10.0,12103.35266310477,0.14012240136963278,0.08084716383238968,Approved,0
9766,49,Female,Rural,Student,0,13,Graduate,0,0,3,434,477,education,677675,12,,,,,,,,678084.0,National Institute,41.0,36768.0,,,,,10.0,59578.39887859696,1.6203872627990905,0.9933546166664472,Rejected,209109
9767,35,Male,Urban,Self-employed,1,11,Postgraduate,1254168,104514,3,582,554,gold,374102,24,,,,,81.0,22.0,486000.0,,,,,,,,,11.0,17436.08548499625,0.16683014222971324,0.7962564427973217,Rejected,281359
9768,48,Female,Rural,Salaried,3,11,Graduate,2155812,179651,4,477,524,home,8982550,12,12121726.123527981,Town,3453131.3044172856,Independent House,,,,,,,,,,,,8.5,783456.0569369062,4.360989123004638,0.8756693713861066,Rejected,1235850
9769,48,Male,Rural,Self-employed,12,4,Postgraduate,1347276,112273,0,460,507,gold,237313,180,,,,,54.0,22.0,324000.0,,,,,,,,,11.0,2697.29228330308,0.024024407322357822,0.753620509729845,Rejected,175607
9770,41,Male,Rural,Student,0,5,Postgraduate,0,0,2,600,631,education,193066,24,,,,,,,,203553.0,National Institute,38.0,74977.0,,,,,10.0,8909.01634827899,0.11882332379635076,0.02138389570603303,Approved,0
